security_type,issuerName,securityTitle,transactionDate,transactionCode,transactionShares,transactionPricePerShare,transactionAcquiredDisposedCode,sharesOwnedFollowingTransaction,directOrIndirectOwnership,natureOfOwnership
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,23642,994.554,D,1260018,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,8916,995.49,D,1251102,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,14802,996.649,D,1236300,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,7885,997.575,D,1228415,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,11725,998.811,D,1216690,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,6970,999.678,D,1209720,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,8224,1001.061,D,1201496,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,1147,1002.064,D,1200349,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2019-05-02,P,102880,243.0,A,33927560,I,by Trust
nonDerivative,SOLARCITY CORP,Common Stock,2015-03-11,J,43,0,A,20681439,I,By Trust
nonDerivative,TESLA MOTORS INC,Common Stock,2011-06-08,P,1416000,28.76,A,27131565,I,by Trust
nonDerivative,"Endeavor Group Holdings, Inc.",Class A Common Stock,2022-06-13,M,7583,0.00,A,7583,D,
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,773531,197.196,D,454693901,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,151958,197.983,D,454541943,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,1747633,199.452,D,452794310,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,1047768,200.305,D,451746542,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,318902,201.542,D,451427640,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,513373,202.431,D,450914267,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,383525,203.475,D,450530742,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,239491,204.629,D,450291251,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,52445,205.333,D,450238806,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,42932,206.433,D,450195874,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,20459,207.957,D,450175415,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-07,S,157983,208.731,D,450017432,I,by Trust
nonDerivative,SOLARCITY CORP,Common Stock,2015-06-12,J,43,0,A,20681528,I,By Trust
nonDerivative,SOLARCITY CORP,Common Stock,2015-12-14,J,51,0,A,21112328,I,By Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,17202,992.688,D,2902269,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,18767,993.643,D,2883502,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,22088,994.713,D,2861414,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,39967,995.601,D,2821447,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,28524,996.545,D,2792923,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,30599,997.605,D,2762324,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,29480,998.791,D,2732844,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,29700,999.625,D,2703144,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,27870,1000.669,D,2675274,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,12498,1001.64,D,2662776,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,32153,1002.697,D,2630623,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,55350,1003.736,D,2575273,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,48446,1004.776,D,2526827,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,49439,1005.747,D,2477388,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,44648,1006.795,D,2432740,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,23122,1007.689,D,2409618,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,37729,1008.804,D,2371889,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,18058,1009.786,D,2353831,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,18710,1010.809,D,2335121,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,5300,1011.629,D,2329821,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,2300,1012.584,D,2327521,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,700,1013.997,D,2326821,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-22,S,877,1014.939,D,2325944,D,by Trust
nonDerivative,TESLA MOTORS INC,Common Stock,2016-05-19,M,2147986.0,6.63,A,31727328,I,by Trust
nonDerivative,TESLA MOTORS INC,Common Stock,2016-05-19,M,3355986.0,6.63,A,35083314,I,by Trust
nonDerivative,TESLA MOTORS INC,Common Stock,2016-05-19,G,1200000.0,0.0,D,33883314,I,by Trust
nonDerivative,TESLA MOTORS INC,Common Stock,2016-02-08,M,676000.0,6.63,A,29579342,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,22488,1042.544,D,169888140,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,38104,1043.379,D,169850036,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,16144,1044.486,D,169833892,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,51495,1045.387,D,169782397,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,24880,1046.477,D,169757517,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,68892,1047.613,D,169688625,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,12538,1048.523,D,169676087,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,23125,1049.525,D,169652962,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,65339,1050.284,D,169587623,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,47553,1051.424,D,169540070,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,38295,1052.61,D,169501775,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,50707,1053.436,D,169451068,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,45060,1054.421,D,169406008,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,47448,1055.475,D,169358560,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,27253,1056.354,D,169331307,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,51600,1057.412,D,169279707,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,24840,1058.347,D,169254867,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,53080,1059.421,D,169201787,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,15399,1060.328,D,169186388,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,10595,1062.048,D,169175793,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,30225,1062.898,D,169145568,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,15010,1064.035,D,169130558,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,26031,1065.01,D,169104527,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,13227,1065.867,D,169091300,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,34108,1066.909,D,169057192,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,4139,1068.063,D,169053053,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,24422,1069.075,D,169028631,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,22166,1070.055,D,169006465,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,14251,1070.987,D,168992214,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-09,S,33797,1072.287,D,168958417,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,485578,203.673,D,464631854,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,998114,204.60,D,463633740,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,1091614,205.596,D,462542126,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,2686528,206.673,D,459855598,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,997104,207.361,D,458858494,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,148678,208.426,D,458709816,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,91943,209.882,D,458617873,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,944828,210.757,D,457673045,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,663677,211.41,D,457009368,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,307416,212.491,D,456701952,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,137877,213.528,D,456564075,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,222303,214.856,D,456341772,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,93045,215.611,D,456248727,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,90493,216.633,D,456158234,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,196661,217.70,D,455961573,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,249580,219.215,D,455711993,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-04,S,244561,219.909,D,455467432,I,by Trust
nonDerivative,SOLARCITY CORP,Common Stock,2016-02-12,P,569680,17.5559,A,21845674,I,By Trust
nonDerivative,SOLARCITY CORP,Common Stock,2014-06-19,J,51,0,A,21044197,I,By Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,20702,917.403,D,1484642,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,20162,918.568,D,1464480,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,12637,919.456,D,1451843,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,11921,920.672,D,1439922,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,1900,921.249,D,1438022,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,2300,923.204,D,1435722,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,1358,924.118,D,1434364,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,700,925.866,D,1433664,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,10120,927.468,D,1423544,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,21302,928.487,D,1402242,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,23470,929.297,D,1378772,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,34060,930.308,D,1344712,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,45211,931.455,D,1299501,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,46513,932.311,D,1252988,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,32667,933.375,D,1220321,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,34617,934.466,D,1185704,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,18230,935.23,D,1167474,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,5974,936.222,D,1161500,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,6617,937.422,D,1154883,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,19,939.04,D,1154864,D,by Trust
nonDerivative,SOLARCITY CORP,Common Stock,2015-11-12,P,83955,25.2025,A,20889080,I,By Trust
nonDerivative,SOLARCITY CORP,Common Stock,2015-11-13,P,223197,25.4044,A,21112277,I,By Trust
nonDerivative,SOLARCITY CORP,Common Stock,2014-07-15,J,51,0,A,21044248,I,By Trust
nonDerivative,TESLA MOTORS INC,Common Stock,2016-01-27,M,532000.0,6.63,A,28903342,I,by Trust
nonDerivative,SOLARCITY CORP,Common Stock,2015-09-08,J,43,0,A,20805125,I,By Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,M,2088955,6.24,A,2088955,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,3400,886.69,D,2085555,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,1900,888.313,D,2083655,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,5948,889.422,D,2077707,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,5778,890.495,D,2071929,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,6753,891.921,D,2065176,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,10400,892.81,D,2054776,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,16465,893.659,D,2038311,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,24576,894.789,D,2013735,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,29398,895.785,D,1984337,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,21159,896.683,D,1963178,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,20375,898.026,D,1942803,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,25788,898.861,D,1917015,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,12728,899.925,D,1904287,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,5010,900.894,D,1899277,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,17867,902.01,D,1881410,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,9288,903.207,D,1872122,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,25892,904.195,D,1846230,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,39829,905.311,D,1806401,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,51795,906.163,D,1754606,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,28220,907.167,D,1726386,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,36980,908.312,D,1689406,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,33686,909.158,D,1655720,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,10207,910.132,D,1645513,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,31816,911.262,D,1613697,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,12413,912.371,D,1601284,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,16605,913.323,D,1584679,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,27587,914.404,D,1557092,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,33364,915.39,D,1523728,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-21,S,18384,916.519,D,1505344,D,
nonDerivative,TESLA MOTORS INC,Common Stock,2013-12-09,A,75.0,0.0,A,75,D,by Trust
nonDerivative,TESLA MOTORS INC,Common Stock,2013-05-30,P,1084129,92.24,A,28287366,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,192320,189.578,D,449825112,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,366242,190.45,D,449458870,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,3107623,191.467,D,446351247,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,376134,192.204,D,445975113,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,78604,193.339,D,445896509,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,198124,194.975,D,445698385,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,67609,195.148,D,445630776,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,8575,196.849,D,445622201,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-11-08,S,4769,197.70,D,445617432,I,by Trust
