security_type,issuerName,securityTitle,transactionDate,transactionCode,transactionShares,transactionPricePerShare,transactionAcquiredDisposedCode,sharesOwnedFollowingTransaction,directOrIndirectOwnership,natureOfOwnership
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,8653,824.43,D,168173795,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,10119,826.21,D,168163676,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,32220,827.08,D,168131456,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,29434,827.98,D,168102022,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,73917,829.19,D,168028105,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,46108,830.07,D,167981997,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,66317,831.18,D,167915680,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,70103,832.12,D,167845577,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,62736,833.06,D,167782841,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,39233,834.23,D,167743608,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,56907,835.28,D,167686701,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,65403,836.20,D,167621298,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,50381,837.32,D,167570917,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,71592,838.23,D,167499325,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,103160,839.36,D,167396165,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,84942,840.31,D,167311223,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,59031,841.22,D,167252192,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,43773,842.27,D,167208419,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,56575,843.27,D,167151844,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,56543,844.32,D,167095301,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,80962,845.38,D,167014339,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,67319,846.34,D,166947020,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,61329,847.32,D,166885691,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,29034,848.30,D,166856657,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,60495,849.38,D,166796162,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,64253,850.35,D,166731909,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,32643,851.12,D,166699266,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,46965,852.44,D,166652301,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-04-28,S,36034,853.32,D,166616267,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,M,2113761,6.24,A,3287342,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,13500,1004.194,D,3273842,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,6738,1007.297,D,3267104,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,1400,1009.323,D,3265704,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,1000,1010.68,D,3264704,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,1000,1012.375,D,3263704,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,1100,1014.032,D,3262604,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,600,1014.76,D,3262004,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,1900,1016.341,D,3260104,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,3100,1017.327,D,3257004,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,900,1018.05,D,3256104,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,1000,1019.332,D,3255104,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,4547,1020.702,D,3250557,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,10863,1021.67,D,3239694,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,17489,1022.887,D,3222205,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,17493,1023.861,D,3204712,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,14587,1024.752,D,3190125,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,13755,1025.914,D,3176370,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,13610,1026.829,D,3162760,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,5705,1027.694,D,3157055,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,3340,1028.649,D,3153715,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,2003,1029.748,D,3151712,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,10086,1030.991,D,3141626,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,17034,1032.245,D,3124592,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,5365,1033.268,D,3119227,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,4206,1034.394,D,3115021,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,4500,1035.442,D,3110521,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,8600,1036.402,D,3101921,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,11280,1037.526,D,3090641,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,12987,1038.759,D,3077654,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,M,2154572,6.24,A,2154572,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,1100,1135.05,D,2153472,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,600,1138.00,D,2152872,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,2300,1139.487,D,2150572,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,6400,1141.05,D,2144172,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,400,1142.05,D,2143772,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,1300,1143.559,D,2142472,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,3300,1146.123,D,2139172,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,1900,1147.995,D,2137272,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,7500,1149.327,D,2129772,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,800,1152.05,D,2128972,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,2049,1153.38,D,2126923,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,1700,1155.276,D,2125223,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,600,1156.55,D,2124623,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,6100,1158.192,D,2118523,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,7254,1160.638,D,2111269,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,10316,1161.54,D,2100953,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,5100,1162.867,D,2095853,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,24718,1163.655,D,2071135,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,18753,1164.836,D,2052382,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,21383,1165.92,D,2030999,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,25710,1166.983,D,2005289,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,19428,1167.997,D,1985861,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,22061,1169.154,D,1963800,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,19600,1170.486,D,1944200,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,13786,1171.637,D,1930414,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,11540,1172.526,D,1918874,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,10002,1173.558,D,1908872,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,5559,1174.611,D,1903313,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-08,S,6020,1175.654,D,1897293,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,13383,1163.733,D,1331678,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,7400,1164.98,D,1324278,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,7224,1166.014,D,1317054,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,12244,1167.181,D,1304810,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,1605,1167.922,D,1303205,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,4419,1169.462,D,1298786,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,10667,1170.783,D,1288119,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,14377,1171.946,D,1273742,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,13112,1172.921,D,1260630,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,15713,1173.926,D,1244917,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,4258,1175.01,D,1240659,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,4930,1175.688,D,1235729,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,4200,1177.09,D,1231529,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,11139,1178.09,D,1220390,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-23,S,1800,1179.083,D,1218590,D,by Trust
nonDerivative,SOLARCITY CORP,Common Stock,2015-03-02,J,46,0,A,20681396,I,By Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,35693,887.905,D,160649830,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,29066,888.684,D,160620764,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,35107,889.813,D,160585657,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,15170,891.09,D,160570487,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,59667,891.817,D,160510820,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,20628,892.749,D,160490192,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,6152,893.812,D,160484040,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,17717,895.062,D,160466323,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,42430,895.754,D,160423893,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,30343,896.733,D,160393550,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,38790,897.945,D,160354760,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,60728,898.942,D,160294032,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,64783,899.85,D,160229249,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,44887,900.931,D,160184362,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,48949,901.888,D,160135413,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,95114,902.762,D,160040299,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,96047,903.898,D,159944252,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,134384,904.826,D,159809868,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,58886,905.823,D,159750982,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,10078,906.885,D,159740904,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,12276,908.088,D,159728628,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,38973,908.819,D,159689655,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,1871,909.758,D,159687784,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,14433,911.177,D,159673351,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-05,S,10100,911.752,D,159663251,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,M,2134440,6.24,A,2134440,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,9400,952.835,D,2125040,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,23831,953.954,D,2101209,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,12534,954.861,D,2088675,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,21512,956.034,D,2067163,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,7863,956.931,D,2059300,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,9175,958.258,D,2050125,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,33660,959.31,D,2016465,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,53011,960.229,D,1963454,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,51757,961.199,D,1911697,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,45421,962.21,D,1866276,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,45354,963.236,D,1820922,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,23110,964.149,D,1797812,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,40661,965.362,D,1757151,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,69035,966.182,D,1688116,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,79415,967.265,D,1608701,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,51422,968.206,D,1557279,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,25804,969.218,D,1531475,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,27905,970.273,D,1503570,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,14382,971.254,D,1489188,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,24031,972.278,D,1465157,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,7195,973.236,D,1457962,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,10215,974.363,D,1447747,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,5399,975.416,D,1442348,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,21752,976.55,D,1420596,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,14370,977.404,D,1406226,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,11618,978.448,D,1394608,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,2866,979.519,D,1391742,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,6000,980.804,D,1385742,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,16282,981.756,D,1369460,D,
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-09,S,435,872.469,D,155058484,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-09,S,13292,874.286,D,155045192,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2022-08-09,S,6048,876.629,D,155039144,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2019-05-20,M,175000,31.17,A,34102560,I,by Trust
nonDerivative,SOLARCITY CORP,Common Stock,2016-11-21,D,21845674,"
                    <footnoteId id=""F1""/>
                ",D,0,I,By Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,24449,1039.699,D,3053205,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,25915,1040.56,D,3027290,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,23935,1041.773,D,3003355,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,70823,1042.757,D,2932532,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,61399,1043.617,D,2871133,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,54998,1044.602,D,2816135,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,61830,1045.73,D,2754305,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,65423,1046.699,D,2688882,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,91429,1047.592,D,2597453,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,83687,1048.639,D,2513766,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,34034,1049.651,D,2479732,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,28303,1050.653,D,2451429,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,33108,1051.597,D,2418321,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,17290,1052.538,D,2401031,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,14994,1053.474,D,2386037,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,10033,1054.702,D,2376004,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,18066,1055.761,D,2357938,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-16,S,4687,1056.548,D,2353251,D,by Trust
nonDerivative,TESLA MOTORS INC,Common Stock,2011-02-18,J,15969,0,A,25715565,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,6000,1020.534,D,167479682,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,9951,1021.458,D,167469731,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,62474,1022.611,D,167407257,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,82055,1023.451,D,167325202,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,83647,1024.427,D,167241555,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,94537,1025.485,D,167147018,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,66061,1026.477,D,167080957,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,61197,1027.598,D,167019760,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,106957,1028.473,D,166912803,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,101293,1029.49,D,166811510,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,90044,1030.515,D,166721466,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,59137,1031.523,D,166662329,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,46479,1032.459,D,166615850,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,106870,1033.428,D,166508980,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,45303,1034.493,D,166463677,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,26290,1035.561,D,166437387,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,39924,1036.411,D,166397463,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,28832,1037.55,D,166368631,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,32129,1038.432,D,166336502,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,28231,1039.533,D,166308271,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,10809,1040.40,D,166297462,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,7458,1041.676,D,166290004,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,3049,1042.541,D,166286955,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,801,1043.288,D,166286154,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-12,S,472,1044.751,D,166285682,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,7900,1010.59,D,1313876,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,15466,1011.504,D,1298410,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,18190,1012.587,D,1280220,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,11893,1013.40,D,1268327,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,16465,1014.492,D,1251862,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,9510,1015.693,D,1242352,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,9845,1016.802,D,1232507,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,24868,1017.579,D,1207639,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,9500,1018.674,D,1198139,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,8027,1019.722,D,1190112,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,6000,1020.892,D,1184112,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,3800,1021.843,D,1180312,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,3731,1022.899,D,1176581,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,1400,1023.818,D,1175181,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,300,1026.25,D,1174881,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,300,1027.867,D,1174581,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,700,1028.934,D,1173881,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-11-15,S,300,1031.00,D,1173581,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,M,2151940,6.24,A,2151940,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,5100,923.909,D,2146840,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,8165,925.688,D,2138675,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,32277,926.543,D,2106398,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,30074,927.578,D,2076324,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,17990,928.572,D,2058334,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,12749,929.50,D,2045585,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,13600,930.623,D,2031985,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,24453,931.734,D,2007532,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,77620,932.637,D,1929912,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,64997,933.566,D,1864915,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,50633,934.612,D,1814282,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,37724,935.545,D,1776558,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,44538,936.639,D,1732020,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,42201,937.639,D,1689819,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,39538,938.57,D,1650281,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,18809,939.555,D,1631472,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,17275,940.764,D,1614197,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,17588,941.595,D,1596609,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,17842,942.528,D,1578767,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,6279,943.549,D,1572488,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,7235,945.599,D,1565253,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,3821,946.60,D,1561432,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,12369,947.893,D,1549063,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,8783,948.804,D,1540280,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,10785,950.061,D,1529495,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,2053,951.067,D,1527442,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,1367,952.036,D,1526075,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,3713,953.955,D,1522362,D,
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-16,S,9299,956.625,D,1513063,D,
nonDerivative,"Tesla, Inc.",Common Stock,2019-12-16,G,17000,0.0,D,34085560,I,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,16975,982.884,D,1352485,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,6913,984.034,D,1345572,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,3176,984.881,D,1342396,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,11069,986.672,D,1331327,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,3511,987.912,D,1327816,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,13112,989.033,D,1314704,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,12011,989.775,D,1302693,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,9009,991.138,D,1293684,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,8624,992.037,D,1285060,D,by Trust
nonDerivative,"Tesla, Inc.",Common Stock,2021-12-13,S,1400,992.91,D,1283660,D,by Trust
